condition,model,scope,state,target_family,comparisons,family_pairs,unrelated_pairs,family_vs_unrelated_auc_lower,family_vs_unrelated_auc_upper,missing_exact_p_A,all_count,all_C_count,all_C_frequency,all_mean_p_A_lower,all_mean_p_A_upper,all_mean_p_C_lower,all_mean_p_C_upper,family_count,family_C_count,family_C_frequency,family_mean_p_A_lower,family_mean_p_A_upper,family_mean_p_C_lower,family_mean_p_C_upper,unrelated_count,unrelated_C_count,unrelated_C_frequency,unrelated_mean_p_A_lower,unrelated_mean_p_A_upper,unrelated_mean_p_C_lower,unrelated_mean_p_C_upper,own_count,own_C_count,own_C_frequency,own_mean_p_A_lower,own_mean_p_A_upper,own_mean_p_C_lower,own_mean_p_C_upper
family_ablation,qwen3.5:4b,all_crops,state_303,hex_nut,22,4,18,1.0,1.0,0,22,12,0.5454545454545454,0.11722144597500496,0.11722144597500496,0.5681517462674487,0.5681517462674487,4,0,0.0,0.41837009307209794,0.41837009307209794,0.33785934992315925,0.33785934992315925,18,12,0.6666666666666666,0.0502995243978732,0.0502995243978732,0.6193278343439574,0.6193278343439574,2,0,0.0,0.41837009307209794,0.41837009307209794,0.33785934992315925,0.33785934992315925
family_ablation,qwen3.5:4b,all_crops,state_303,round_pin,33,9,24,1.0,1.0,0,33,24,0.7272727272727273,0.3419746070399016,0.3419746070399016,0.4459114845125949,0.4459114845125949,9,0,0.0,0.9028205075598384,0.9028205075598384,0.0595359186925472,0.0595359186925472,24,24,1.0,0.13165739434492532,0.13165739434492532,0.5908023216951127,0.5908023216951127,3,0,0.0,0.9028205075598384,0.9028205075598384,0.0595359186925472,0.0595359186925472
family_ablation,qwen3.5:4b,all_crops,state_303,Waterproof_Male,11,1,10,0.9,0.9,0,11,6,0.5454545454545454,0.3611408582946053,0.3611408582946053,0.47180775656866375,0.47180775656866375,1,0,0.0,0.7903996166278365,0.7903996166278365,0.10325613586812385,0.10325613586812385,10,6,0.6,0.31821498246128216,0.31821498246128216,0.5086629186387177,0.5086629186387177,1,0,0.0,0.7903996166278365,0.7903996166278365,0.10325613586812385,0.10325613586812385
family_ablation,qwen3.5:4b,all_crops,state_303,USB_Male,11,1,10,1.0,1.0,0,11,10,0.9090909090909091,0.14408304487221843,0.14408304487221843,0.6876347444481739,0.6876347444481739,1,0,0.0,0.8955042367772595,0.8955042367772595,0.030001629503830587,0.030001629503830587,10,10,1.0,0.06894092568171432,0.06894092568171432,0.7533980559426082,0.7533980559426082,1,0,0.0,0.8955042367772595,0.8955042367772595,0.030001629503830587,0.030001629503830587
family_ablation,qwen3.5:4b,all_crops,state_303,DSUB_Male,11,1,10,1.0,1.0,0,11,8,0.7272727272727273,0.25799491273025343,0.25799491273025343,0.6256721182780991,0.6256721182780991,1,0,0.0,0.8733170581754468,0.8733170581754468,0.04227354640435838,0.04227354640435838,10,8,0.8,0.1964626981857341,0.1964626981857341,0.6840119754654732,0.6840119754654732,1,0,0.0,0.8733170581754468,0.8733170581754468,0.04227354640435838,0.04227354640435838
family_ablation,qwen3.5:4b,all_crops,all,gear,132,36,96,0.9895833333333334,0.9895833333333334,0,132,75,0.5681818181818182,0.3752651183216118,0.3752651183216118,0.5047321569445504,0.5047321569445504,36,0,0.0,0.8825446859644089,0.8825446859644089,0.06053974910454015,0.06053974910454015,96,75,0.78125,0.18503528045556283,0.18503528045556283,0.6713043098845543,0.6713043098845543,12,0,0.0,0.882544685964409,0.882544685964409,0.06053974910454016,0.06053974910454016
family_ablation,qwen3.5:4b,all_crops,all,hex_nut,88,16,72,1.0,1.0,0,88,50,0.5681818181818182,0.15494581517288256,0.15494581517288256,0.5438064576340743,0.5438064576340743,16,0,0.0,0.6266561862608214,0.6266561862608214,0.20304244090351697,0.20304244090351697,72,50,0.6944444444444444,0.05012128826445169,0.05012128826445169,0.6195317946853094,0.6195317946853094,8,0,0.0,0.6266561862608213,0.6266561862608213,0.203042440903517,0.203042440903517
family_ablation,qwen3.5:4b,all_crops,all,round_pin,132,36,96,1.0,1.0,0,132,84,0.6363636363636364,0.3498115622282692,0.3498115622282692,0.41410704795141406,0.41410704795141406,36,0,0.0,0.8957181119710876,0.8957181119710876,0.06361841606397167,0.06361841606397167,96,84,0.875,0.14509660607471223,0.14509660607471223,0.545540284909205,0.545540284909205,12,0,0.0,0.8957181119710876,0.8957181119710876,0.06361841606397169,0.06361841606397169
family_ablation,qwen3.5:4b,all_crops,all,Waterproof_Male,44,4,40,0.9375,0.9375,0,44,22,0.5,0.34837742552531586,0.34837742552531586,0.4669804427164911,0.4669804427164911,4,0,0.0,0.8409007636746076,0.8409007636746076,0.07576851594953277,0.07576851594953277,40,22,0.55,0.29912509171038676,0.29912509171038676,0.5061016353931869,0.5061016353931869,4,0,0.0,0.8409007636746076,0.8409007636746076,0.07576851594953277,0.07576851594953277
family_ablation,qwen3.5:4b,all_crops,all,USB_Male,44,4,40,1.0,1.0,0,44,40,0.9090909090909091,0.14513386076758245,0.14513386076758245,0.690157855240018,0.690157855240018,4,0,0.0,0.8897603169032849,0.8897603169032849,0.028262783228412077,0.028262783228412077,40,40,1.0,0.07067121515401216,0.07067121515401216,0.7563473624411788,0.7563473624411788,4,0,0.0,0.8897603169032849,0.8897603169032849,0.028262783228412077,0.028262783228412077
family_ablation,qwen3.5:4b,all_crops,all,DSUB_Male,44,4,40,1.0,1.0,0,44,32,0.7272727272727273,0.23534125648223023,0.23534125648223023,0.6415846233313831,0.6415846233313831,4,0,0.0,0.8574742391725906,0.8574742391725906,0.055630923790298215,0.055630923790298215,40,32,0.8,0.1731279582131942,0.1731279582131942,0.7001799932854916,0.7001799932854916,4,0,0.0,0.8574742391725906,0.8574742391725906,0.055630923790298215,0.055630923790298215
family_ablation,qwen3.5:4b,autonomous_depth_only,original,gear,33,9,24,0.9583333333333334,0.9583333333333334,0,33,18,0.5454545454545454,0.36329169369826575,0.36329169369826575,0.5120357514141769,0.5120357514141769,9,0,0.0,0.8579709117692177,0.8579709117692177,0.07735037354283333,0.07735037354283333,24,18,0.75,0.17778698692165876,0.17778698692165876,0.6750427681159308,0.6750427681159308,3,0,0.0,0.8579709117692177,0.8579709117692177,0.07735037354283335,0.07735037354283335
family_ablation,qwen3.5:4b,autonomous_depth_only,original,hex_nut,22,4,18,1.0,1.0,0,22,14,0.6363636363636364,0.17805508600952816,0.17805508600952816,0.5421676518987721,0.5421676518987721,4,0,0.0,0.7283286717259516,0.7283286717259516,0.15660407184049188,0.15660407184049188,18,14,0.7777777777777778,0.055772066961434046,0.055772066961434046,0.627848447467279,0.627848447467279,2,0,0.0,0.7283286717259516,0.7283286717259516,0.15660407184049185,0.15660407184049185
family_ablation,qwen3.5:4b,autonomous_depth_only,original,round_pin,33,9,24,1.0,1.0,0,33,21,0.6363636363636364,0.36246762860512466,0.36246762860512466,0.40342007325144896,0.40342007325144896,9,0,0.0,0.9068424703053657,0.9068424703053657,0.05851833096003711,0.05851833096003711,24,21,0.875,0.1583270629675342,0.1583270629675342,0.5327582266107284,0.5327582266107284,3,0,0.0,0.9068424703053656,0.9068424703053656,0.05851833096003711,0.05851833096003711
family_ablation,qwen3.5:4b,autonomous_depth_only,original,Waterproof_Male,11,1,10,1.0,1.0,0,11,5,0.45454545454545453,0.3528923830578805,0.3528923830578805,0.47361850844151,0.47361850844151,1,0,0.0,0.8729751709970281,0.8729751709970281,0.055018780915478405,0.055018780915478405,10,5,0.5,0.3008841042639657,0.3008841042639657,0.5154784811941132,0.5154784811941132,1,0,0.0,0.8729751709970281,0.8729751709970281,0.055018780915478405,0.055018780915478405
family_ablation,qwen3.5:4b,autonomous_depth_only,original,USB_Male,11,1,10,1.0,1.0,0,11,10,0.9090909090909091,0.14537722330563982,0.14537722330563982,0.6979060107298026,0.6979060107298026,1,0,0.0,0.8765800641234416,0.8765800641234416,0.02668556674647683,0.02668556674647683,10,10,1.0,0.07225693922385963,0.07225693922385963,0.7650280551281352,0.7650280551281352,1,0,0.0,0.8765800641234416,0.8765800641234416,0.02668556674647683,0.02668556674647683
family_ablation,qwen3.5:4b,autonomous_depth_only,original,DSUB_Male,11,1,10,1.0,1.0,0,11,8,0.7272727272727273,0.2110629186408591,0.2110629186408591,0.668935811619953,0.668935811619953,1,0,0.0,0.8389554668286853,0.8389554668286853,0.06569828377074137,0.06569828377074137,10,8,0.8,0.14827366382207646,0.14827366382207646,0.7292595644048742,0.7292595644048742,1,0,0.0,0.8389554668286853,0.8389554668286853,0.06569828377074137,0.06569828377074137
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,gear,30,9,21,1.0,1.0,0,30,15,0.5,0.4244025721503837,0.4244025721503837,0.46367580116154455,0.46367580116154455,9,0,0.0,0.9066910355646206,0.9066910355646206,0.04851484056575145,0.04851484056575145,21,15,0.7142857142857143,0.21770751640142486,0.21770751640142486,0.6416019271311701,0.6416019271311701,3,0,0.0,0.9066910355646206,0.9066910355646206,0.04851484056575145,0.04851484056575145
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,hex_nut,20,4,16,1.0,1.0,0,20,10,0.5,0.1526997214474119,0.1526997214474119,0.5236760002469426,0.5236760002469426,4,0,0.0,0.5638076887334079,0.5638076887334079,0.2313906073597705,0.2313906073597705,16,10,0.625,0.049922729625912876,0.049922729625912876,0.5967473484687358,0.5967473484687358,2,0,0.0,0.5638076887334079,0.5638076887334079,0.23139060735977052,0.23139060735977052
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,round_pin,30,9,21,1.0,1.0,0,30,18,0.6,0.3740365241585849,0.3740365241585849,0.40705891909809055,0.40705891909809055,9,0,0.0,0.8764625163708644,0.8764625163708644,0.07344650434594642,0.07344650434594642,21,18,0.8571428571428571,0.15871109892475063,0.15871109892475063,0.550035668277581,0.550035668277581,3,0,0.0,0.8764625163708644,0.8764625163708644,0.07344650434594642,0.07344650434594642
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,Waterproof_Male,10,1,9,1.0,1.0,0,10,6,0.6,0.3117386143611274,0.3117386143611274,0.5228843016561403,0.5228843016561403,1,0,0.0,0.8852753606056656,0.8852753606056656,0.04744721607391141,0.04744721607391141,9,6,0.6666666666666666,0.24801230922284537,0.24801230922284537,0.5757106444986102,0.5757106444986102,1,0,0.0,0.8852753606056656,0.8852753606056656,0.04744721607391141,0.04744721607391141
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,DSUB_Male,10,1,9,1.0,1.0,0,10,8,0.8,0.17547612820483405,0.17547612820483405,0.7113168468944278,0.7113168468944278,1,0,0.0,0.8566402820385145,0.8566402820385145,0.05894391443399895,0.05894391443399895,9,8,0.8888888888888888,0.099791222223314,0.099791222223314,0.7838027282789198,0.7838027282789198,1,0,0.0,0.8566402820385145,0.8566402820385145,0.05894391443399895,0.05894391443399895
family_ablation,qwen3.5:4b,autonomous_depth_only,state_202,gear,33,9,24,1.0,1.0,0,33,21,0.6363636363636364,0.350910526916961,0.350910526916961,0.5229359381192569,0.5229359381192569,9,0,0.0,0.8601094466813565,0.8601094466813565,0.06582262633151797,0.06582262633151797,24,21,0.875,0.15996093200531278,0.15996093200531278,0.694353430039659,0.694353430039659,3,0,0.0,0.8601094466813565,0.8601094466813565,0.06582262633151799,0.06582262633151799
family_ablation,qwen3.5:4b,autonomous_depth_only,state_202,hex_nut,22,4,18,1.0,1.0,0,22,12,0.5454545454545454,0.18422827635368824,0.18422827635368824,0.5127769816351865,0.5127769816351865,4,0,0.0,0.7961182915118281,0.7961182915118281,0.08631573449064636,0.08631573449064636,18,12,0.6666666666666666,0.048252717429657165,0.048252717429657165,0.6075461476673065,0.6075461476673065,2,0,0.0,0.7961182915118281,0.7961182915118281,0.08631573449064638,0.08631573449064638
family_ablation,qwen3.5:4b,autonomous_depth_only,state_202,round_pin,33,9,24,1.0,1.0,0,33,21,0.6363636363636364,0.344543441643065,0.344543441643065,0.3967545888195725,0.3967545888195725,9,0,0.0,0.8967469536482828,0.8967469536482828,0.06297291025735599,0.06297291025735599,24,21,0.875,0.13746712464110833,0.13746712464110833,0.5219227182804037,0.5219227182804037,3,0,0.0,0.8967469536482827,0.8967469536482827,0.06297291025735598,0.06297291025735598
family_ablation,qwen3.5:4b,autonomous_depth_only,state_202,Waterproof_Male,11,1,10,0.9,0.9,0,11,5,0.45454545454545453,0.3608086548856502,0.3608086548856502,0.43017582693392314,0.43017582693392314,1,0,0.0,0.8149529064679002,0.8149529064679002,0.09735193094061736,0.09735193094061736,10,5,0.5,0.3153942297274252,0.3153942297274252,0.4634582165332537,0.4634582165332537,1,0,0.0,0.8149529064679002,0.8149529064679002,0.09735193094061736,0.09735193094061736
family_ablation,qwen3.5:4b,autonomous_depth_only,state_202,USB_Male,11,1,10,1.0,1.0,0,11,10,0.9090909090909091,0.14961216761789814,0.14961216761789814,0.6810297625152466,0.6810297625152466,1,0,0.0,0.9012398731141236,0.9012398731141236,0.02452696723496377,0.02452696723496377,10,10,1.0,0.07444939706827561,0.07444939706827561,0.7466800420432749,0.7466800420432749,1,0,0.0,0.9012398731141236,0.9012398731141236,0.02452696723496377,0.02452696723496377
family_ablation,qwen3.5:4b,autonomous_depth_only,state_202,DSUB_Male,11,1,10,1.0,1.0,0,11,8,0.7272727272727273,0.2437620704539526,0.2437620704539526,0.6176169374067015,0.6176169374067015,1,0,0.0,0.8609841496477156,0.8609841496477156,0.05560795055209415,0.05560795055209415,10,8,0.8,0.18203986253457627,0.18203986253457627,0.6738178360921623,0.6738178360921623,1,0,0.0,0.8609841496477156,0.8609841496477156,0.05560795055209415,0.05560795055209415
family_ablation,qwen3.5:4b,autonomous_depth_only,state_303,gear,30,9,21,1.0,1.0,0,30,15,0.5,0.43703887362337884,0.43703887362337884,0.4578485150401714,0.4578485150401714,9,0,0.0,0.9054073498424411,0.9054073498424411,0.05047115597805785,0.05047115597805785,21,15,0.7142857142857143,0.2363095266723521,0.2363095266723521,0.6324388117810772,0.6324388117810772,3,0,0.0,0.9054073498424412,0.9054073498424412,0.05047115597805785,0.05047115597805785
family_ablation,qwen3.5:4b,autonomous_depth_only,state_303,hex_nut,20,4,16,1.0,1.0,0,20,10,0.5,0.12456100799287255,0.12456100799287255,0.5416255609629244,0.5416255609629244,4,0,0.0,0.41837009307209794,0.41837009307209794,0.33785934992315925,0.33785934992315925,16,10,0.625,0.0511087367230662,0.0511087367230662,0.5925671137228656,0.5925671137228656,2,0,0.0,0.41837009307209794,0.41837009307209794,0.33785934992315925,0.33785934992315925
family_ablation,qwen3.5:4b,autonomous_depth_only,state_303,round_pin,30,9,21,1.0,1.0,0,30,21,0.7,0.35874425352004624,0.35874425352004624,0.4387013276777477,0.4387013276777477,9,0,0.0,0.9028205075598384,0.9028205075598384,0.0595359186925472,0.0595359186925472,21,21,1.0,0.125568716074421,0.125568716074421,0.601200788671405,0.601200788671405,3,0,0.0,0.9028205075598384,0.9028205075598384,0.0595359186925472,0.0595359186925472
family_ablation,qwen3.5:4b,autonomous_depth_only,state_303,Waterproof_Male,10,1,9,0.8888888888888888,0.8888888888888888,0,10,6,0.6,0.3543574029356059,0.3543574029356059,0.4951149623050779,0.4951149623050779,1,0,0.0,0.7903996166278365,0.7903996166278365,0.10325613586812385,0.10325613586812385,9,6,0.6666666666666666,0.30590826808091365,0.30590826808091365,0.538654831909184,0.538654831909184,1,0,0.0,0.7903996166278365,0.7903996166278365,0.10325613586812385,0.10325613586812385
family_ablation,qwen3.5:4b,autonomous_depth_only,state_303,DSUB_Male,10,1,9,1.0,1.0,0,10,8,0.8,0.2072210739441533,0.2072210739441533,0.679416917396371,0.679416917396371,1,0,0.0,0.8733170581754468,0.8733170581754468,0.04227354640435838,0.04227354640435838,9,8,0.8888888888888888,0.13321040902956516,0.13321040902956516,0.7502106252843724,0.7502106252843724,1,0,0.0,0.8733170581754468,0.8733170581754468,0.04227354640435838,0.04227354640435838
family_ablation,qwen3.5:4b,autonomous_depth_only,all,gear,126,36,90,0.9888888888888889,0.9888888888888889,0,126,69,0.5476190476190477,0.3921580686786933,0.3921580686786933,0.49047456540202217,0.49047456540202217,36,0,0.0,0.8825446859644089,0.8825446859644089,0.06053974910454015,0.06053974910454015,90,69,0.7666666666666667,0.19600342176440705,0.19600342176440705,0.6624484919210148,0.6624484919210148,12,0,0.0,0.882544685964409,0.882544685964409,0.06053974910454016,0.06053974910454016
family_ablation,qwen3.5:4b,autonomous_depth_only,all,hex_nut,84,16,68,1.0,1.0,0,84,46,0.5476190476190477,0.16089819715233866,0.16089819715233866,0.5299382519279098,0.5299382519279098,16,0,0.0,0.6266561862608214,0.6266561862608214,0.20304244090351697,0.20304244090351697,68,46,0.6764705882352942,0.05130808206798981,0.05130808206798981,0.6068549133454141,0.6068549133454141,8,0,0.0,0.6266561862608213,0.6266561862608213,0.203042440903517,0.203042440903517
family_ablation,qwen3.5:4b,autonomous_depth_only,all,round_pin,126,36,90,1.0,1.0,0,126,81,0.6428571428571429,0.35964117975039045,0.35964117975039045,0.4109410416795147,0.4109410416795147,36,0,0.0,0.8957181119710876,0.8957181119710876,0.06361841606397167,0.06361841606397167,90,81,0.9,0.1452104068621114,0.1452104068621114,0.549870091925732,0.549870091925732,12,0,0.0,0.8957181119710876,0.8957181119710876,0.06361841606397169,0.06361841606397169
family_ablation,qwen3.5:4b,autonomous_depth_only,all,Waterproof_Male,42,4,38,0.9342105263157895,0.9342105263157895,0,42,22,0.5238095238095238,0.34551599024633745,0.34551599024633745,0.47908881735099873,0.47908881735099873,4,0,0.0,0.8409007636746076,0.8409007636746076,0.07576851594953277,0.07576851594953277,38,22,0.5789473684210527,0.29337022462230894,0.29337022462230894,0.5215435859195742,0.5215435859195742,4,0,0.0,0.8409007636746076,0.8409007636746076,0.07576851594953277,0.07576851594953277
family_ablation,qwen3.5:4b,autonomous_depth_only,all,USB_Male,42,2,40,1.0,1.0,0,42,40,0.9523809523809523,0.10963496531900124,0.10963496531900124,0.7215501674197284,0.7215501674197284,2,0,0.0,0.8889099686187826,0.8889099686187826,0.0256062669907203,0.0256062669907203,40,40,1.0,0.07067121515401216,0.07067121515401216,0.7563473624411788,0.7563473624411788,2,0,0.0,0.8889099686187826,0.8889099686187826,0.0256062669907203,0.0256062669907203
family_ablation,qwen3.5:4b,autonomous_depth_only,all,DSUB_Male,42,4,38,1.0,1.0,0,42,32,0.7619047619047619,0.21023921194125722,0.21023921194125722,0.6680813781476473,0.6680813781476473,4,0,0.0,0.8574742391725906,0.8574742391725906,0.055630923790298215,0.055630923790298215,38,32,0.8421052631578947,0.14210920907480104,0.14210920907480104,0.7325498470273683,0.7325498470273683,4,0,0.0,0.8574742391725906,0.8574742391725906,0.055630923790298215,0.055630923790298215
baseline,qwen3.5:9b,all_crops,original,gear,33,9,24,1.0,1.0,0,33,1,0.030303030303030304,0.46625892361001714,0.46625892361001714,0.18973741564556704,0.18973741564556704,9,0,0.0,0.9863337147013537,0.9863337147013537,0.007764626510324256,0.007764626510324256,24,1,0.041666666666666664,0.2712308769507659,0.2712308769507659,0.25797721157128306,0.25797721157128306,3,0,0.0,0.9864002465636202,0.9864002465636202,0.007760656095833686,0.007760656095833686
baseline,qwen3.5:9b,all_crops,original,hex_nut,22,4,18,1.0,1.0,0,22,1,0.045454545454545456,0.21004195692072028,0.21004195692072028,0.19947521900611956,0.19947521900611956,4,0,0.0,0.9740456934091632,0.9740456934091632,0.020258693385798533,0.020258693385798533,18,1,0.05555555555555555,0.0402633488121774,0.0402633488121774,0.2393011135884131,0.2393011135884131,2,0,0.0,0.9716531031098578,0.9716531031098578,0.02220972811281485,0.02220972811281485
baseline,qwen3.5:9b,all_crops,original,round_pin,33,9,24,1.0,1.0,0,33,0,0.0,0.8084417183209552,0.8084417183209552,0.10182808136504287,0.10182808136504287,9,0,0.0,0.9871810013370644,0.9871810013370644,0.00994204752014194,0.00994204752014194,24,0,0.0,0.7414144871899143,0.7414144871899143,0.13628534405688073,0.13628534405688073,3,0,0.0,0.9883604647154368,0.9883604647154368,0.009009737079842891,0.009009737079842891
baseline,qwen3.5:9b,all_crops,original,Waterproof_Male,11,1,10,1.0,1.0,0,11,1,0.09090909090909091,0.4345888693812629,0.4345888693812629,0.2179551391163371,0.2179551391163371,1,0,0.0,0.9883934855811446,0.9883934855811446,0.008848611573287025,0.008848611573287025,10,1,0.1,0.37920840776127474,0.37920840776127474,0.2388657918706421,0.2388657918706421,1,0,0.0,0.9883934855811446,0.9883934855811446,0.008848611573287025,0.008848611573287025
baseline,qwen3.5:9b,all_crops,original,USB_Male,11,1,10,1.0,1.0,0,11,1,0.09090909090909091,0.15275477501946888,0.15275477501946888,0.2024575106074276,0.2024575106074276,1,0,0.0,0.9791847465539907,0.9791847465539907,0.011047139391587826,0.011047139391587826,10,1,0.1,0.0701117778660167,0.0701117778660167,0.22159854772901158,0.22159854772901158,1,0,0.0,0.9791847465539907,0.9791847465539907,0.011047139391587826,0.011047139391587826
baseline,qwen3.5:9b,all_crops,original,DSUB_Male,11,1,10,1.0,1.0,0,11,5,0.45454545454545453,0.4016638381669844,0.4016638381669844,0.3629337865668246,0.3629337865668246,1,0,0.0,0.9883656505754764,0.9883656505754764,0.0078004504330009255,0.0078004504330009255,10,5,0.5,0.34299365692613526,0.34299365692613526,0.398447120180207,0.398447120180207,1,0,0.0,0.9883656505754764,0.9883656505754764,0.0078004504330009255,0.0078004504330009255
baseline,qwen3.5:9b,all_crops,state_101,gear,33,9,24,0.9629629629629629,0.9629629629629629,0,33,7,0.21212121212121213,0.4593344628475732,0.4593344628475732,0.2576118576487473,0.2576118576487473,9,0,0.0,0.9836667975598794,0.9836667975598794,0.00824934205061877,0.00824934205061877,24,7,0.2916666666666667,0.26270983733045844,0.26270983733045844,0.35112280099804544,0.35112280099804544,3,0,0.0,0.9835590721485502,0.9835590721485502,0.008982257881552333,0.008982257881552333
baseline,qwen3.5:9b,all_crops,state_101,hex_nut,22,4,18,1.0,1.0,0,22,2,0.09090909090909091,0.19902166694851645,0.19902166694851645,0.2617223041333997,0.2617223041333997,4,0,0.0,0.9443706879947008,0.9443706879947008,0.04063647250893307,0.04063647250893307,18,2,0.1111111111111111,0.03338855116047548,0.03338855116047548,0.31085248893883677,0.31085248893883677,2,0,0.0,0.9598096915256212,0.9598096915256212,0.028463728737897452,0.028463728737897452
baseline,qwen3.5:9b,all_crops,state_101,round_pin,33,9,24,1.0,1.0,0,33,3,0.09090909090909091,0.7206671395399052,0.7206671395399052,0.13835118362284549,0.13835118362284549,9,0,0.0,0.9721682535454056,0.9721682535454056,0.021510176893656956,0.021510176893656956,24,3,0.125,0.6263542217878425,0.6263542217878425,0.18216656114629118,0.18216656114629118,3,0,0.0,0.9728080630877513,0.9728080630877513,0.020642662008696955,0.020642662008696955
baseline,qwen3.5:9b,all_crops,state_101,Waterproof_Male,11,1,10,1.0,1.0,0,11,3,0.2727272727272727,0.44333909028842167,0.44333909028842167,0.28718289045877926,0.28718289045877926,1,0,0.0,0.9867760539683733,0.9867760539683733,0.010303117086796333,0.010303117086796333,10,3,0.3,0.3889953939204265,0.3889953939204265,0.31487086779597756,0.31487086779597756,1,0,0.0,0.9867760539683733,0.9867760539683733,0.010303117086796333,0.010303117086796333
baseline,qwen3.5:9b,all_crops,state_101,USB_Male,11,1,10,1.0,1.0,0,11,0,0.0,0.191608150025153,0.191608150025153,0.1870785910062588,0.1870785910062588,1,0,0.0,0.9879665968422295,0.9879665968422295,0.007944706477498384,0.007944706477498384,10,0,0.0,0.11197230534344534,0.11197230534344534,0.20499197945913483,0.20499197945913483,1,0,0.0,0.9879665968422295,0.9879665968422295,0.007944706477498384,0.007944706477498384
baseline,qwen3.5:9b,all_crops,state_101,DSUB_Male,11,1,10,0.9,0.9,0,11,3,0.2727272727272727,0.440389126650224,0.440389126650224,0.3064544311480485,0.3064544311480485,1,0,0.0,0.9795057772323327,0.9795057772323327,0.01362620973173259,0.01362620973173259,10,3,0.3,0.3864774615920131,0.3864774615920131,0.33573725328968007,0.33573725328968007,1,0,0.0,0.9795057772323327,0.9795057772323327,0.01362620973173259,0.01362620973173259
baseline,qwen3.5:9b,all_crops,state_202,gear,33,9,24,0.9629629629629629,0.9629629629629629,0,33,1,0.030303030303030304,0.4752387046942837,0.4752387046942837,0.1853893685717811,0.1853893685717811,9,0,0.0,0.974355511751176,0.974355511751176,0.01111658214664715,0.01111658214664715,24,1,0.041666666666666664,0.2880699020479492,0.2880699020479492,0.25074166348120636,0.25074166348120636,3,0,0.0,0.9699286609099921,0.9699286609099921,0.013178807611490656,0.013178807611490656
baseline,qwen3.5:9b,all_crops,state_202,hex_nut,22,4,18,1.0,1.0,0,22,0,0.0,0.20198477773733164,0.20198477773733164,0.20041562455872072,0.20041562455872072,4,0,0.0,0.9598066056420423,0.9598066056420423,0.024372720994338803,0.024372720994338803,18,0,0.0,0.033579927091840385,0.033579927091840385,0.23953626979525,0.23953626979525,2,0,0.0,0.9507893618226443,0.9507893618226443,0.02956071126504219,0.02956071126504219
baseline,qwen3.5:9b,all_crops,state_202,round_pin,33,9,24,1.0,1.0,0,33,0,0.0,0.7558920072599608,0.7558920072599608,0.11342290985531515,0.11342290985531515,9,0,0.0,0.9802145692146359,0.9802145692146359,0.015184805352712787,0.015184805352712787,24,0,0.0,0.6717710465269575,0.6717710465269575,0.15026219904379104,0.15026219904379104,3,0,0.0,0.9808511134657008,0.9808511134657008,0.014740379217082752,0.014740379217082752
baseline,qwen3.5:9b,all_crops,state_202,Waterproof_Male,11,1,10,0.9,0.9,0,11,1,0.09090909090909091,0.4569115351299502,0.4569115351299502,0.20253293346189255,0.20253293346189255,1,0,0.0,0.9776588073208066,0.9776588073208066,0.015450431736648323,0.015450431736648323,10,1,0.1,0.40483680791086457,0.40483680791086457,0.22124118363441703,0.22124118363441703,1,0,0.0,0.9776588073208066,0.9776588073208066,0.015450431736648323,0.015450431736648323
baseline,qwen3.5:9b,all_crops,state_202,USB_Male,11,1,10,1.0,1.0,0,11,1,0.09090909090909091,0.16460683100146525,0.16460683100146525,0.19487506633225948,0.19487506633225948,1,0,0.0,0.9822121264197585,0.9822121264197585,0.008869847671570473,0.008869847671570473,10,1,0.1,0.08284630145963592,0.08284630145963592,0.2134755881983284,0.2134755881983284,1,0,0.0,0.9822121264197585,0.9822121264197585,0.008869847671570473,0.008869847671570473
baseline,qwen3.5:9b,all_crops,state_202,DSUB_Male,11,1,10,1.0,1.0,0,11,3,0.2727272727272727,0.4748584708117465,0.4748584708117465,0.283496067062623,0.283496067062623,1,0,0.0,0.9811873439557939,0.9811873439557939,0.015142196729912643,0.015142196729912643,10,3,0.3,0.42422558349734174,0.42422558349734174,0.310331454095894,0.310331454095894,1,0,0.0,0.9811873439557939,0.9811873439557939,0.015142196729912643,0.015142196729912643
baseline,qwen3.5:9b,all_crops,state_303,gear,33,9,24,0.9629629629629629,0.9629629629629629,0,33,1,0.030303030303030304,0.48678057079708975,0.48678057079708975,0.17846474911865295,0.17846474911865295,9,0,0.0,0.9827776750860657,0.9827776750860657,0.009795541900393008,0.009795541900393008,24,1,0.041666666666666664,0.30078165668872375,0.30078165668872375,0.24171570182550048,0.24171570182550048,3,0,0.0,0.9850510756418022,0.9850510756418022,0.008778965548329186,0.008778965548329186
baseline,qwen3.5:9b,all_crops,state_303,hex_nut,22,4,18,1.0,1.0,0,22,0,0.0,0.19852703938057079,0.19852703938057079,0.22770514357378627,0.22770514357378627,4,0,0.0,0.9614922113307041,0.9614922113307041,0.02319416055010707,0.02319416055010707,18,0,0.0,0.028979223391652303,0.028979223391652303,0.2731520286901594,0.2731520286901594,2,0,0.0,0.9468179946331472,0.9468179946331472,0.02994051942988331,0.02994051942988331
